DHSID,DHSYEAR,DHSCLUST,LATNUM,LONGNUM,Mean_BMI,Median_BMI,Unmet_Need_Rate,Under5_Mortality_Rate,Skilled_Birth_Attendant_Rate,Stunted_Rate,URBAN_RURA
HT200600000127,2006,127,18.46177,-73.96054,22.18,21.06,27.27,14.81,50,NaN,U
HT200600000128,2006,128,18.24046135,-72.06619854,24.08,23.68,40,5.26,37.5,NaN,U
HT200600000129,2006,129,18.62231918,-73.78008474,22.54,19.54,58.33,11.22,20,NaN,R
HT200600000130,2006,130,18.30905,-72.54578,20.91,20.49,55.56,13.64,0,NaN,R
HT200600000131,2006,131,18.46147,-74.19309,22.47,23.14,88.89,3.77,0,NaN,R
HT200600000132,2006,132,18.56285,-72.28402,23.06,23.31,37.5,2.94,41.67,NaN,U
HT200600000133,2006,133,19.25437213,-72.26822295,17.83,17.98,56.25,14.78,4.17,NaN,R
HT200600000134,2006,134,19.02029,-72.77781,25.02,23.14,17.65,16.67,71.43,NaN,R
HT200600000135,2006,135,0,0,21.72,20.38,47.62,5.56,0,NaN,R
HT200600000136,2006,136,18.62970343,-74.12670576,21.42,21.28,13.04,0,55.56,NaN,R
HT200600000137,2006,137,18.1998,-72.9491,21.72,21.5,70,10.96,0,NaN,R
HT200600000138,2006,138,18.28619,-73.87419,19.55,19.61,53.85,8.45,5.26,NaN,R
HT200600000139,2006,139,18.42364947,-73.52298748,20.14,20.19,57.14,3.85,9.09,NaN,R
HT200600000140,2006,140,18.52111,-72.34248,23.3,20.9,63.64,11.54,46.15,NaN,U
HT200600000141,2006,141,18.52555,-72.33744,23.79,21.77,37.5,5.88,0,NaN,U
HT200600000142,2006,142,19.5945,-71.77985,22.79,23.49,58.82,12.64,26.67,NaN,U
HT200600000143,2006,143,19.78091,-72.59894,18.66,18.51,64.71,11.76,4,NaN,R
HT200600000144,2006,144,19.93404,-72.72371,20.7,20.78,40,7.69,79.17,NaN,U
HT200600000145,2006,145,19.12393,-72.69225,21.95,20.26,73.68,16.46,42.86,NaN,U
HT200600000146,2006,146,19.91869446,-72.70236327,22.59,22.41,42.86,6.84,25,NaN,R
HT200600000147,2006,147,18.4109,-73.44104,19.15,18.41,75,11.9,37.5,NaN,R
HT200600000148,2006,148,18.22814799,-72.53087928,22.98,23.5,38.46,13.16,77.78,NaN,U
HT200600000149,2006,149,18.57144,-72.22905,19.93,18.86,54.55,8.11,64.29,NaN,U
HT200600000150,2006,150,18.33352,-73.15255,21.56,22.49,40,27.78,14.29,NaN,R
HT200600000151,2006,151,18.5433,-72.3003,23.84,23.54,40,9.38,60,NaN,U
HT200600000152,2006,152,18.69584,-72.11789,23.65,22.96,35.29,16.28,5.88,NaN,R
HT200600000153,2006,153,18.37708304,-74.43602598,16.62,16.62,57.14,15.09,0,NaN,U
HT200600000154,2006,154,18.52354,-72.24965,20.88,20.73,15.79,16.47,38.46,NaN,R
HT200600000155,2006,155,18.20150849,-73.79259526,23.84,21.9,50,6.17,17.65,NaN,R
HT200600000156,2006,156,18.93638,-71.8817,20.22,20.46,76.47,9.85,13.51,NaN,R
HT200600000157,2006,157,19.45403,-72.69882,17.91,18.34,41.67,20,36.84,NaN,U
HT200600000158,2006,158,18.22204,-71.82536,22.08,22.2,76.47,10.53,4.55,NaN,R
HT200600000159,2006,159,19.12175,-72.47442,20.09,19.95,27.78,4.05,31.82,NaN,U
HT200600000160,2006,160,19.57140925,-72.49201748,21.03,20.54,66.67,10.58,8,NaN,R
HT200600000161,2006,161,18.23074,-72.40718,21.76,21.07,45.83,10.53,57.14,NaN,R
HT200600000162,2006,162,19.11932,-72.54431,19.67,20.64,25,5.8,38.1,NaN,U
HT200600000163,2006,163,19.74433,-72.20246,22.89,22.43,40,10.87,21.43,NaN,U
HT200600000164,2006,164,18.25579,-71.84705,21.55,20.51,55.56,12.7,26.67,NaN,U
HT200600000165,2006,167,9.12189,-36.172205,22.39,22.695,41.665,14.83,22.38,NaN,U
HT200600000165,2006,167,9.12189,-36.172205,22.39,22.695,41.665,14.83,22.38,NaN,R
HT200600000166,2006,166,19.745,-72.20829,22.66,22.08,34.78,19.54,87.5,NaN,U
HT200600000167,2006,167,18.55227,-72.34273,21.58,21.03,59.09,7.41,66.67,NaN,U
HT200600000168,2006,168,18.31266,-72.2444,18.95,19.37,93.33,6.93,0,NaN,R
HT200600000170,2006,170,18.95678,-72.16183,20.04,19.32,75,19.33,3.12,NaN,R
HT200600000171,2006,171,0,0,20.21,20.44,78.57,9.82,11.11,NaN,R
HT200600000172,2006,172,18.33439,-73.80626,20.21,19.05,54.55,13.1,20,NaN,R
HT200600000173,2006,173,18.62533814,-74.1102921,20.56,20.18,41.67,19.61,15.38,NaN,U
HT200600000174,2006,174,19.73023,-72.17362,20.03,18.52,72.22,6.41,38.1,NaN,U
HT200600000175,2006,175,19.17909,-72.13859,19.16,19.32,54.55,9.09,30,NaN,U
HT200600000176,2006,176,19.73276,-72.21949,23.41,22.37,40.91,18.42,44.44,NaN,U
HT200600000177,2006,177,19.55409,-71.99787,25.29,24.61,25,12.2,11.11,NaN,U
HT200600000178,2006,178,19.56363,-72.0042,21.8,21.31,61.54,17.02,4.17,NaN,R
HT200600000179,2006,179,19.37235,-71.96469,22.52,21.89,40,3.77,76.92,NaN,U
HT200600000180,2006,180,18.5038,-72.27433,24.2,22.62,47.37,9.09,25,NaN,U
HT200600000181,2006,181,18.61689,-74.12826,19.76,19.51,40,3.51,5.56,NaN,R
HT200600000182,2006,182,18.50005,-71.96289,24.21,23.8,50,11.32,40.91,NaN,U
HT200600000183,2006,183,19.8875,-72.62157,22.63,22.57,55.56,10,42.11,NaN,U
HT200600000184,2006,184,18.5126,-72.6316,21.39,21.72,47.06,12.73,53.33,NaN,U
HT200600000185,2006,185,19.70912,-72.59449,19.12,21.2,71.43,10.2,6.25,NaN,R
HT200600000186,2006,186,18.53893,-72.34679,20.82,20.24,46.67,16.28,75,NaN,U
HT200600000187,2006,187,19.4287,-71.83106,21.38,21.03,75,8.77,4.35,NaN,R
HT200600000188,2006,188,18.59073,-72.14281,17.94,16.61,56.25,21.13,46.67,NaN,R
HT200600000189,2006,189,19.36129,-71.94238,20.2,20.51,70,13.33,10,NaN,R
HT200600000190,2006,190,19.46094877,-71.99368006,20.58,20.11,70,22.41,3.45,NaN,R
HT200600000191,2006,191,18.07109,-73.91144,22.03,20.82,16.67,9.3,100,NaN,U
HT200600000192,2006,192,18.49695,-73.4271,20.75,20.23,42.86,6.06,18.18,NaN,R
HT200600000193,2006,193,19.31516,-72.60599,19.24,18.26,92.31,18.92,17.65,NaN,R
HT200600000194,2006,194,18.53125,-72.38808,23.21,23.09,44,10.87,100,NaN,U
HT200600000195,2006,195,18.55630239,-72.33823059,23.02,22.32,42.86,6.45,0,NaN,U
HT200600000196,2006,196,18.55507,-74.12877,18.51,18.54,100,13.41,5,NaN,R
HT200600000197,2006,197,18.78223,-73.06276,23.02,23.05,45.45,5.63,44.44,NaN,U
HT200600000198,2006,198,18.38719,-72.72705,21.52,22.32,50,8.82,6.67,NaN,R
HT200600000199,2006,199,19.15792,-72.57299,20.57,21.26,56.25,9.59,42.86,NaN,R
HT200600000200,2006,200,19.63387,-72.02954,22.91,22.98,40,15.91,27.27,NaN,U
HT200600000201,2006,201,18.25511401,-73.6313057,20.38,20.01,58.33,10.26,33.33,NaN,U
HT200600000202,2006,202,18.78491,-72.07393,20.59,20.72,33.33,18.64,32.35,NaN,R
HT200600000203,2006,203,18.40378,-73.3996,19.42,19.72,61.9,8.54,4.17,NaN,R
HT200600000204,2006,204,18.74253,-71.92145,19.81,19.28,82.35,22.58,5.41,NaN,R
HT200600000205,2006,205,19.93867,-72.8465,24.51,24.35,68.42,3.3,66.67,NaN,U
HT200600000206,2006,206,19.71425,-73.11624,22.58,22.21,73.33,13.33,0,NaN,R
HT200600000207,2006,207,19.46499,-72.67882,23.51,22.16,66.67,13.7,68.18,NaN,U
HT200600000208,2006,208,19.9263,-72.73909,22.53,21.96,70,7.79,60.87,NaN,U
HT200600000209,2006,209,18.42472,-72.22648,22.84,21.48,47.06,17.14,12.5,NaN,R
HT200600000210,2006,210,19.66412,-71.766,21.37,21.32,31.58,16.49,27.78,NaN,R
HT200600000211,2006,211,18.63649181,-74.11772461,24.97,24.01,36.36,4.92,35.29,NaN,U
HT200600000212,2006,212,19.74269,-72.42306,24.91,22.91,57.14,8.7,18.75,NaN,U
HT200600000213,2006,213,19.63486,-71.84143,22.72,22.38,21.43,11.27,43.75,NaN,R
HT200600000214,2006,214,18.35708,-73.23175,28.14,27.4,69.23,5.36,26.67,NaN,U
HT200600000215,2006,215,19.55892,-72.51716,21.85,19.3,60,20.66,25,NaN,R
HT200600000216,2006,216,18.5385,-72.40096,23.93,23.39,37.5,8.57,100,NaN,U
HT200600000217,2006,217,18.57699,-72.33274,21.79,20.75,41.18,7.02,35.71,NaN,U
HT200600000218,2006,218,18.34777629,-72.86967086,20.88,20.71,80,17.44,4.35,NaN,R
HT200600000219,2006,219,18.34802,-73.81769,21.49,20.94,25,4.29,16.67,NaN,R
HT200600000220,2006,220,18.24002,-72.54538,20.68,20.42,66.67,8.11,58.33,NaN,U
HT200600000221,2006,221,18.22624,-72.5525,20.76,19.7,55.56,13.46,46.67,NaN,U
HT200600000222,2006,222,18.13108,-73.84833,22.6,21.38,27.78,11.86,14.29,NaN,R
HT200600000223,2006,223,18.5361,-72.42704,23.3,21.42,75,2.27,14.29,NaN,U
HT200600000224,2006,224,18.64591,-74.1305,25.78,24.78,29.41,9.38,44.44,NaN,U
HT200600000225,2006,225,19.36899,-72.36106,20.44,20.48,50,10.2,16.67,NaN,U
HT200600000226,2006,226,18.4149,-73.30779,21.46,20.16,85,12.5,13.04,NaN,R
HT200600000227,2006,227,19.58682,-72.18882,26.64,23.34,31.25,18.33,36.36,NaN,U
HT200600000228,2006,228,18.52173,-72.29259,22.98,22.88,52.17,3.45,38.1,NaN,U
HT200600000229,2006,229,19.81961,-72.74062,24.66,23.6,28.57,8,73.91,NaN,U
HT200600000230,2006,230,18.51303,-72.27843,20.55,18.84,45.45,12.5,57.14,NaN,U
HT200600000231,2006,231,19.40384,-72.07964,19.14,19.06,68.75,11.67,11.11,NaN,U
HT200600000232,2006,232,19.78211,-73.21256,20.05,17.56,89.47,14.75,10,NaN,R
HT200600000233,2006,233,18.24544,-72.53325,27.69,26.2,57.14,5.26,66.67,NaN,U
HT200600000234,2006,234,19.53905,-71.98032,22.62,21.82,16.67,18.75,50,NaN,U
HT200600000235,2006,235,18.85401,-71.76642,24.23,20.4,33.33,17.54,66.67,NaN,U
HT200600000236,2006,236,18.19772353,-72.57590094,20.46,19.89,80,10.1,8.33,NaN,R
HT200600000237,2006,237,18.52265,-72.64826,22.44,21.37,54.55,4.26,22.22,NaN,U
HT200600000238,2006,238,18.49109,-72.34843,22.4,21.05,57.14,9.3,48,NaN,R
HT200600000239,2006,239,18.57181,-73.68912,20.66,20.97,66.67,4.84,0,NaN,R
HT200600000240,2006,240,18.24508,-73.69329,24.86,24.84,27.78,2.13,21.74,NaN,R
HT200600000241,2006,241,18.59803,-72.32426,29.53,25.16,68.75,1.49,53.85,NaN,U
HT200600000242,2006,242,18.26324,-74.03963,19.55,19.5,71.43,16.5,0,NaN,R
HT200600000243,2006,243,18.57151,-72.09666,19.97,19.79,100,17.95,15.38,NaN,R
HT200600000244,2006,244,18.18021,-73.92713,20.5,20.8,69.23,12.09,10,NaN,R
HT200600000245,2006,245,19.85704,-73.18767,25.88,24.15,27.27,10,72.73,NaN,U
HT200600000246,2006,246,19.74828,-72.879,18.96,20.56,70,8.55,12.12,NaN,R
HT200600000247,2006,247,18.37042,-73.6555,19.64,19.93,76.92,13.75,7.69,NaN,R
HT200600000248,2006,248,19.65988,-72.51464,19.12,18.95,53.85,11.32,16.67,NaN,R
HT200600000249,2006,249,18.41018,-73.09327,22.14,21.81,33.33,18.46,0,NaN,R
HT200600000250,2006,250,19.05319,-72.4696,24.38,24.64,27.78,8.89,100,NaN,U
HT200600000251,2006,251,19.45907,-72.6817,19.41,18.7,52.38,17.02,50,NaN,U
HT200600000252,2006,252,19.55113,-71.76811,23.76,24.86,52.38,6,48.48,NaN,R
HT200600000253,2006,253,19.08323,-71.83849,23.2,22.32,25,13.16,27.78,NaN,U
HT200600000254,2006,254,18.29082,-73.38572,25.4,24.5,50,11.24,11.11,NaN,R
HT200600000255,2006,255,18.36824,-73.41222,20.2,18.32,61.54,16.67,66.67,NaN,R
HT200600000256,2006,256,18.86753,-71.78047,21.68,22.06,58.82,21.3,8.33,NaN,R
HT200600000257,2006,257,19.64576,-72.1901,20.36,19.36,80,10.42,14.29,NaN,R
HT200600000258,2006,258,19.31004,-72.6667,20.89,20,60,13.79,0,NaN,U
HT200600000259,2006,259,19.12295,-72.00554,21.06,20.75,28.57,23.61,72.73,NaN,U
HT200600000260,2006,260,19.40816,-71.7025,20.6,20.68,15.38,4.84,50,NaN,U
HT200600000261,2006,261,19.92847,-72.84063,23.68,23.47,55.56,22.54,52.94,NaN,U
HT200600000262,2006,262,19.4891,-72.03791,21.52,20.05,73.33,11.3,4,NaN,R
HT200600000263,2006,263,19.55606,-71.72514,23.2,22.74,71.43,7.58,87.5,NaN,U
HT200600000264,2006,264,19.9344382,-72.75262306,21.46,20.52,45,2.6,63.64,NaN,R
HT200600000265,2006,265,18.55692,-72.30526,25.87,23.44,52.63,10.42,71.43,NaN,U
HT200600000266,2006,266,18.43465,-73.09241,22.43,21.15,16.67,14.06,30,NaN,U
HT200600000267,2006,267,18.05214777,-71.76346105,24.5,24.53,63.64,23.19,50,NaN,U
HT200600000268,2006,268,18.25205,-73.95503,18.6,18.95,66.67,21.74,7.14,NaN,R
HT200600000269,2006,269,18.57299,-72.28573,21.65,20.17,40,16.28,46.15,NaN,U
HT200600000270,2006,270,19.68529,-72.19299,23.66,24.65,60,10.71,35.71,NaN,R
HT200600000271,2006,271,19.76672,-72.90758,21.58,21.56,63.64,6.19,0,NaN,R
HT200600000272,2006,272,18.57967,-72.33954,22.32,20.49,27.27,4.76,0,NaN,U
HT200600000273,2006,273,18.82838,-72.10161,22.23,21.94,9.09,7.55,64.29,NaN,U
HT200600000274,2006,274,19.3992,-72.31357,21.25,20.64,72.73,20.41,6.67,NaN,R
HT200600000275,2006,275,18.56865,-74.29965,21.88,22.2,58.33,4.35,9.52,NaN,R
HT200600000276,2006,276,19.55273,-71.72732,20.11,19.69,46.15,14.08,50,NaN,U
HT200600000277,2006,277,19.68622,-72.68433,22.46,21.9,52.63,4.69,64.71,NaN,U
HT200600000278,2006,278,18.17019,-73.8068,20.65,20.41,52.38,15.94,22.22,NaN,R
HT200600000279,2006,279,19.51221,-72.20749,18.05,17.74,58.33,4.69,4.35,NaN,R
HT200600000280,2006,280,0,0,20.51,19.73,46.67,11.11,4.35,NaN,R
HT200600000281,2006,281,18.57453,-72.34062,21.07,20.98,53.33,2.08,38.89,NaN,U
HT200600000282,2006,282,18.27058,-72.94385,20.31,20.31,73.68,13.45,9.38,NaN,R
HT200600000283,2006,283,0,0,16.3,15.88,61.54,17.39,4.76,NaN,R
HT200600000284,2006,284,18.33676,-73.18022,21.35,20.96,75,8.33,17.65,NaN,R
HT200600000285,2006,285,18.56323,-72.32122,20.82,20.21,64.29,3.45,25,NaN,U
HT200600000286,2006,286,19.67594,-72.31727,21.01,18.78,55.56,8,47.06,NaN,U
HT200600000287,2006,287,18.53138,-72.61428,22.73,22.95,40,25.61,38.46,NaN,R
HT200600000288,2006,288,18.35032,-73.12341,21.71,19.72,50,20.45,14.29,NaN,R
HT200600000289,2006,289,18.76669,-72.49737,25.78,23.82,53.85,22.22,62.5,NaN,U
HT200600000290,2006,290,18.25019,-72.37344,24.18,21.66,36.36,7.94,4.55,NaN,R
HT200600000291,2006,291,18.33283,-72.10179,23.46,22.44,100,14.29,0,NaN,R
HT200600000292,2006,292,19.77611,-73.0985,20.56,20.4,71.43,6.02,0,NaN,R
HT200600000293,2006,293,19.45878,-72.69041,24.64,24.07,35.71,15.09,35.29,NaN,U
HT200600000294,2006,294,19.06522,-71.77479,20.79,18.7,90.91,7.87,22.73,NaN,R
HT200600000295,2006,295,19.83048,-73.07641,19.11,19.87,62.5,9.3,10,NaN,R
HT200600000296,2006,296,19.19608,-72.63292,21.65,21.65,33.33,11.11,0,NaN,R
HT200600000297,2006,297,18.53904,-72.32546,25.63,25.3,45.45,3.12,85.71,NaN,U
HT200600000298,2006,298,18.55775,-72.30472,23.18,20.62,73.33,2.08,36.36,NaN,U
HT200600000299,2006,299,19.6511,-72.70551,20.85,20.43,70,13.75,7.14,NaN,R
HT200600000300,2006,300,18.21635,-72.71707,21.91,21.86,40,11.32,25,NaN,R
HT200600000301,2006,301,18.55071,-72.3173,24.81,24.48,18.75,0,85.71,NaN,U
HT200600000302,2006,302,19.83228,-72.75429,18.34,18.52,63.64,13.39,9.52,NaN,R
HT200600000303,2006,303,18.54453,-72.31504,23.94,21.93,47.37,10.67,23.53,NaN,U
HT200600000304,2006,304,19.93829,-72.83428,21.04,20.29,60,5.77,45.45,NaN,U
HT200600000305,2006,305,18.91916,-72.55382,22.97,22.41,58.33,11.76,0,NaN,R
HT200600000306,2006,306,18.17277,-72.85266,24.39,21.48,42.86,14.89,23.53,NaN,R
HT200600000307,2006,307,18.54006,-72.32302,23.66,22.46,23.81,8.93,37.5,NaN,U
HT200600000308,2006,308,18.37373,-73.12863,24.97,24.01,40,1.64,25,NaN,U
HT200600000309,2006,309,18.52975,-72.39589,21.65,20.87,31.58,0,88.24,NaN,U
HT200600000310,2006,310,18.43529,-73.74493,20.25,20.25,87.5,15.71,10.53,NaN,R
HT200600000311,2006,311,18.54995,-72.32108,25.49,24.58,16.67,7.69,54.55,NaN,U
HT200600000312,2006,312,18.51607,-72.35858,23.96,23.42,52.94,11.11,54.55,NaN,U
HT200600000313,2006,313,18.39665066,-72.6106463,20.22,19.39,33.33,11.83,0,NaN,R
HT200600000314,2006,314,19.55053,-71.74555,18.63,18.68,50,9.38,14.29,NaN,R
HT200600000315,2006,315,18.99682,-72.02751,21.06,21.48,69.57,21.29,13.64,NaN,R
HT200600000316,2006,316,18.3488,-72.55525,17.93,18.21,57.14,5.88,6.25,NaN,R
HT200600000317,2006,317,19.66597,-72.549,22.12,22.79,84.62,10.17,50,NaN,U
HT200600000318,2006,318,18.52326,-74.28114,21.41,21.76,66.67,15.56,0,NaN,R
HT200600000319,2006,319,19.21413,-72.45435,20.94,21.27,50,19.74,5.56,NaN,R
HT200600000320,2006,320,18.4644,-73.2207,20.71,19.82,63.64,6.12,0,NaN,R
HT200600000321,2006,321,18.23275,-73.53134,21.36,21.42,64.71,9.18,22.73,NaN,R
HT200600000322,2006,322,19.14348,-72.01209,25.28,23.46,33.33,4.44,33.33,NaN,U
HT200600000323,2006,323,20.03779,-72.77834,21.98,19.62,64.71,9.7,22.58,NaN,R
HT200600000324,2006,324,19.83096,-72.77103,23.33,22.99,58.33,7.23,30,NaN,R
HT200600000325,2006,325,19.661,-73.074,24.65,24.88,50,25,37.5,NaN,U
HT200600000326,2006,326,18.7408,-71.75339,21.94,22.86,72.73,27.59,0,NaN,R
HT200600000327,2006,327,18.59518,-74.32464,19.27,19.44,73.33,13.33,0,NaN,R
HT200600000328,2006,328,18.33266,-72.46513,22.19,20.64,76.92,6.49,5.56,NaN,R
HT200600000329,2006,329,18.54832,-72.42082,22.58,20.92,23.81,7.02,70.59,NaN,U
HT200600000330,2006,330,18.331238,-73.05515323,22.49,22.69,62.5,9.59,0,NaN,R
HT200600000331,2006,331,19.26968,-72.73431,18.55,17.73,84.62,22.12,4.76,NaN,R
HT200600000332,2006,332,18.53706,-72.27632,24.26,24.49,75,9.09,66.67,NaN,U
HT200600000333,2006,333,18.47046,-73.25405,23.64,22.98,40,10.38,26.09,NaN,R
HT200600000334,2006,334,18.35271,-74.07052,20.65,19.92,75,14.29,0,NaN,R
HT200600000335,2006,335,19.99328,-72.65631,22.02,20.88,53.85,5,30.77,NaN,U
HT200600000336,2006,336,18.18854,-73.75496,23.83,25.73,27.27,4.26,88.89,NaN,U
HT200600000337,2006,337,19.55473,-71.94657,19.97,19.43,50,7.69,8.33,NaN,R
HT200600000338,2006,338,18.52571,-72.36364,24.79,23.01,66.67,9.09,46.15,NaN,U
HT200600000339,2006,339,19.73797494,-72.18552459,22.51,21.66,57.14,13.64,57.14,NaN,U
HT201200000001,2012,1,18.552098,-72.277978,25.19,25,57.14,12.33,75,0,U
HT201200000003,2012,3,18.330882,-73.204611,21.86,21.14,40,6.82,8.33,33.33,R
HT201200000004,2012,4,19.63826,-72.688451,23.32,22.79,35,15.53,12.5,20,R
HT201200000005,2012,5,18.992,-72.710885,23.84,22.97,38.1,8.33,57.14,7.69,R
HT201200000006,2012,6,18.392907,-73.221303,22.5,22.04,33.33,4.55,25,15.38,R
HT201200000007,2012,7,18.473471,-74.17063,21.69,22.54,66.67,8,10,15.38,R
HT201200000008,2012,8,18.529235,-72.39375,25.15,24.21,33.33,9.43,84.62,28.57,U
HT201200000009,2012,9,18.234447,-73.994981,22.03,21.86,46.67,5.48,0,36.36,R
HT201200000010,2012,10,18.294054,-72.514635,22.09,21.85,61.11,7.46,40,0,R
HT201200000013,2012,13,0,0,20.96,21.3,46.15,3.85,22.22,14.29,R
HT201200000014,2012,14,0,0,23.62,23.05,27.27,11.29,42.86,0,R
HT201200000015,2012,15,18.545993,-72.348297,21.3,20.49,68.75,10.77,61.11,11.11,U
HT201200000016,2012,16,18.837036,-72.213514,21.77,20.41,14.29,8.06,9.09,10,R
HT201200000017,2012,17,19.640495,-72.551586,20.48,20.52,61.54,9.59,20,38.89,R
HT201200000020,2012,20,18.57305,-72.33613,23.85,22.37,70,9.09,40,0,U
HT201200000021,2012,21,19.426681,-72.077503,19.65,19.88,46.15,9.2,4,29.41,R
HT201200000022,2012,22,18.526342,-72.287646,23.99,22.42,36.84,10.34,25,16.67,U
HT201200000024,2012,24,19.704997,-72.40433,23.72,22.49,55.17,13.68,44.83,9.09,U
HT201200000025,2012,25,18.547113,-72.404288,20.17,19.71,27.27,17.65,90.91,16.67,U
HT201200000026,2012,26,18.239311,-72.314523,21.44,20.64,50,10,58.33,11.11,R
HT201200000027,2012,27,19.95048,-72.818185,24.86,25.64,81.82,4.76,53.85,25,U
HT201200000028,2012,28,19.082369,-72.215572,20.13,20.23,21.05,14.12,0,35.71,R
HT201200000029,2012,29,18.54597,-72.331462,21.88,20.96,68,7.84,69.23,0,U
HT201200000030,2012,30,18.729765,-72.451159,22.39,20.64,57.14,10.94,36.36,10,R
HT201200000032,2012,32,19.787814,-73.012814,21.78,21.68,66.67,5.62,8.7,15.38,R
HT201200000033,2012,33,18.608669,-72.226604,23.93,22.53,47.37,4.41,17.86,9.52,R
HT201200000036,2012,36,18.451321,-73.23825,24.23,22.92,28.57,8.93,27.27,0,R
HT201200000039,2012,39,18.484158,-74.152102,22.52,22.42,81.82,10.81,7.14,42.86,R
HT201200000042,2012,42,18.274412,-73.49042,20.82,20.6,76.47,7.5,41.18,21.43,R
HT201200000044,2012,44,18.511073,-72.64152,22.65,21.76,53.33,7.02,66.67,20,U
HT201200000046,2012,46,18.426761,-73.893287,22.09,23.47,66.67,18.03,0,33.33,R
HT201200000047,2012,47,19.537811,-71.72758,20.93,21.31,54.55,14.13,53.57,13.33,R
HT201200000048,2012,48,18.30726,-72.19251,21,20.65,77.78,17.65,7.41,38.1,R
HT201200000049,2012,49,18.362044,-73.064142,21.67,20.74,66.67,3.7,0,0,R
HT201200000050,2012,50,18.560872,-72.116503,25.09,23.95,100,6.12,46.15,0,R
HT201200000051,2012,51,18.492872,-74.296171,21.12,19.75,58.82,9.8,11.11,26.67,R
HT201200000053,2012,53,18.517851,-72.351383,23.12,23.5,55.56,10.94,50,25,U
HT201200000054,2012,54,19.753743,-72.203395,22.74,20.48,92.31,8.11,92.86,0,U
HT201200000055,2012,55,19.660263,-73.221937,20.68,20.18,54.55,11.11,20,14.29,U
HT201200000056,2012,56,18.558073,-72.303805,22.87,22.66,37.5,13.04,72.73,16.67,U
HT201200000058,2012,58,19.157318,-72.143071,22.2,20.57,25,2.82,76.19,16.67,U
HT201200000059,2012,59,18.276896,-73.936708,17.86,18.36,100,16.67,11.11,16.67,R
HT201200000060,2012,60,18.54846,-72.420946,24.13,24.1,45,18.52,60,18.18,U
HT201200000061,2012,61,18.159184,-73.850423,22.66,20.88,47.37,10.91,50,9.09,R
HT201200000063,2012,63,18.23818,-72.711706,21.87,20.66,55.56,12.5,22.22,50,R
HT201200000064,2012,64,19.658444,-72.50392,22.01,20.99,80,15,20,7.69,R
HT201200000066,2012,66,18.589517,-74.165795,20.57,20.15,72.22,11.27,4.35,11.11,R
HT201200000067,2012,67,19.578646,-72.098102,21.36,20.76,47.06,3.7,38.46,0,U
HT201200000068,2012,68,19.260721,-71.947517,23.02,22.69,28.57,4,6.25,23.08,U
HT201200000070,2012,70,19.104098,-72.683606,23.35,22.87,50,0,100,16.67,U
HT201200000072,2012,72,19.797341,-72.882068,21.5,20.92,47.06,2.7,15,29.41,R
HT201200000073,2012,73,19.550765,-71.723818,22.01,21.76,31.58,5.45,70,16.67,U
HT201200000074,2012,74,19.497609,-72.090043,20.07,19.94,71.43,4.55,0,0,R
HT201200000076,2012,76,18.501782,-74.431899,20.92,19.47,47.06,8.33,5.56,12.5,R
HT201200000077,2012,77,19.686199,-72.12563,24.38,23.38,61.9,9.2,66.67,30,R
HT201200000079,2012,79,19.543539,-72.589327,22.61,20.42,50,3.85,17.65,23.08,R
HT201200000080,2012,80,18.548442,-72.409529,23.38,23.21,44,16.46,52.63,9.09,U
HT201200000081,2012,81,19.162728,-72.604618,26.62,27.54,31.25,14.55,64.29,16.67,R
HT201200000082,2012,82,19.58667,-72.170155,22.57,21.54,15.38,4.17,70.37,42.11,U
HT201200000083,2012,83,18.416822,-72.878718,21.13,21.26,40,13.73,42.86,14.29,R
HT201200000084,2012,84,18.540491,-72.529592,32.61,29.45,56.25,12.31,60,12.5,U
HT201200000085,2012,85,19.137658,-71.922228,21.41,20.8,72.22,10.1,8.33,38.89,R
HT201200000088,2012,88,18.770337,-72.81061,20.62,20.4,35.71,2.94,6.25,30.77,R
HT201200000090,2012,90,19.738734,-72.261733,26.38,26.92,47.83,3.7,66.67,25,R
HT201200000091,2012,91,18.28069,-73.756113,21.91,21.54,54.55,14.71,28.57,0,R
HT201200000092,2012,92,19.046719,-71.800751,21.66,21.47,63.64,7.92,18.75,16,R
HT201200000093,2012,93,18.377022,-74.192887,21.1,20.9,38.89,8.7,0,25,R
HT201200000094,2012,94,18.542137,-72.345757,24.28,22.13,21.05,16.33,66.67,12.5,U
HT201200000095,2012,95,18.882407,-72.167597,23.88,23.92,13.33,8.7,23.08,22.22,R
HT201200000096,2012,96,18.285304,-71.895264,22.39,22.34,50,1.89,25,26.67,R
HT201200000097,2012,97,19.435795,-71.926753,21.54,20.62,53.33,12.05,14.29,20,R
HT201200000100,2012,100,19.354905,-72.378446,20.61,20.46,70.59,11.67,5.56,63.64,R
HT201200000102,2012,102,18.521277,-72.27319,19.95,20.74,57.89,11.84,33.33,31.25,U
HT201200000103,2012,103,19.500715,-71.71027,20.69,19.71,26.67,5.26,27.27,36.36,R
HT201200000104,2012,104,18.55774,-72.324127,23.82,22.48,81.82,0,87.5,0,U
HT201200000106,2012,106,19.065541,-72.480445,24.09,24.49,50,2.13,10,0,R
HT201200000110,2012,110,18.471246,-73.308924,21.95,21.16,57.14,18.75,0,0,R
